,Author,Judul Berita,Date,Link,Content
11,"detikTV, dtv - detikHot","Minta Maaf ke Chris Rock, Will Smith: Aku Salah",29 Maret 2022 09:43 WIB,https://hot.detik.com/detiktv/d-6005682/minta-maaf-ke-chris-rock-will-smith-aku-salah,"Will Smith sempat meluapkan kemarahannya atas candaan Chris Rock soal istrinya, Jada Pinkett-Smith. Will bahkan memukul Chris di panggung Oscar 2022. Terkait hal tersebut, Will Smith akhirnya meminta maaf secara terbuka kepada Chris. Berikut pernyataannya."
12,Vidya Pinandhita - detikHealth,"Awal Mula Jada Smith Gunduli Kepala, Tak Mudah 'Berdamai' dengan Alopecia",29 Maret 2022 10:31 WIB,https://health.detik.com/berita-detikhealth/d-6005736/awal-mula-jada-smith-gunduli-kepala-tak-mudah-berdamai-dengan-alopecia,"Heboh momen komedian Chris Rock ditampar oleh aktor Will Smith dalam Oscar 2022. Pasalnya, Chris Rock berguyon soal rambut botak istri Will Smith, yakni Jada Pinkett Smith. Diketahui, kebotakan tersebut disebabkan penyakit alopecia atau alopecia areata, yakni gangguan autoimun yang memicu kerontokan rambut.Pada 2018 dalam talk show Red Table Talk, Jada mengisahkan awal mula ia mengalami alopecia. Ia menjelaskan saat dirinya di kamar mandi, ia menyadari dirinya kehilangan segenggam rambut rontok.""Itu adalah salah satu saat dalam hidup saya di mana saya benar-benar gemetar ketakutan,"" kata Jada, dikutip dari Newsweek, Selasa (29/3/2022).Pinkett Smith sempat berkonsultasi dengan dokter untuk mencari tahu penyebab kerontokan rambutnya. Namun kala itu, dirinya tak kunjung beroleh jawaban.""Mereka tidak tahu kenapa,"" kata Jada.Berlanjut pada 2021 lewat akun Instagram, Jada membagikan foto kepalanya yang dicukur. Ia secara terbuka angkat bicara soal alopecia yang diidapnya.""Mama harus mencukurnya hingga ke kulit kepala sehingga tidak ada yang mengira dia menjalani operasi otak atau semacamnya. Aku dan alopecia ini akan menjadi teman... titik!"" ujarnya dalam unggahan akun @jadapinkettsmith pada 28 Desember 2021.Diketahui, alopecia adalah gangguan autoimun yang memicu kerontokan rambut. Akan tetapi, efeknya bisa berbeda pada setiap orang. Beberapa orang hanya kehilangan rambut di beberapa bagian, sementara yang lain mengalami kerontokan rambut dalam jumlah amat banyak.Beberapa pasien mengalami penumbuhan rambut kembali, namun beberapa yang lain mengalami kerontokan secara permanen. Kondisi ini juga bisa memengaruhi kondisi rambut pada tubuh. Pasalnya, alopecia adalah penyakit yang menyerang sistem kekebalan tubuh, khususnya pada folikel rambut.Hingga kini, tidak ada kepastian soal penyebab alopecia. Namun sejumlah pihak meyakini, alopecia disebabkan oleh faktor keturunan."
13,Daily Mail - detikFood,Cantik! 10 Artis di Oscar 2022 Ini Pakai Gaun Serupa Warna Gelato,29 Maret 2022 10:30 WIB,https://food.detik.com/foto-kuliner/d-6005708/cantik-10-artis-di-oscar-2022-ini-pakai-gaun-serupa-warna-gelato,"Jakarta - Oscar 2022 menyisakan banyak cerita menarik. Di karpet merah, 10 artis cantik dan berbakat ini terlihat mengenakan gaun istimewa dengan warna mirip gelato!"
14,Anggi Mayasari - wolipop,40 Daftar Nama Bayi Perempuan Jepang dan Artinya,29 Maret 2022 10:30 WIB,https://wolipop.detik.com/entertainment-news/d-6005701/40-daftar-nama-bayi-perempuan-jepang-dan-artinya,"Tertarik memberi nama bayi perempuan dalam bahasa Jepang? Mungkin daftar nama bayi perempuan Jepang di bawah ini bisa menjadi inspirasimu.Ada beberapa nama bayi perempuan Jepang yang bisa kamu pilih dan menyelipkannya ke dalam rangkaian nama buah hati tercinta. Bahkan sederet pilihan nama bayi perempuan Jepang juga bisa menjadi panggilan yang cantik dan anti-mainstream.Kamu bisa memadukan nama bayi perempuan Jepang dan bahasa lainnya namun sesuaikan dengan artinya. Meski unik, nama bayi perempuan Jepang juga banyak yang memiliki arti bagus sesuai harapan orangtua.1. Aika: lagu cinta2. Aimi: cinta, keindahan3. Aina: wanita bermata cantik4. Akemi: cantik, cerah5. Asana: ketenangan pagi6. Asami: keindahan pagi7. Emika: anak cantik yang diberkati8. Emiko: anak yang sejahtera dan cantik9. Fumika: sejarah yang indah10. Harumi: musim semi, keindahan11. Kanae: cinta, kasih sayang, mimpi12. Kayo: generasi cantik13. Kira: bersinar14. Kumi: indah selamanya15. Mana: kasih sayang16. Manami: cinta yang indah17. Masami: seseorang yang akan menjadi cantik18. Masumi: seorang wanita dengan kemurnian dan kecantikan sejati19. Mayumi: kecantikan lembut yang sejati20. Mami - nama Jepang yang berarti ""kecantikan sejati"".21. Megumi: berkah, cinta22. Misa: mekar yang indah23. Miyoko: anak cantik dari generasi ke generasi24. Miyu: bulan yang indah atau kebaikan yang indah25. Miyuna: hati yang lembut26. Rinka: berbakat27. Sayaka : brilian, cerah, jelas28. Suki: orang yang dicintai29. Sumiko: dia adalah anak yang cantik dari kebaikan30. Sachiko: beruntung dan bahagia31. Seina: bintang yang bercahaya32. Satsuki: bulan baru33. Taya: muda34. Tamiko: anak dari banyak keindahan35. Ume: bunga Jepang untuk menangkal kejahatan36. Yoshiko: anak yang cantik37. Youko: anak yang bersinar atau anak yang cantik38. Yuna: mimpi39. Yua: cinta dan kasih sayang yang mengikat40. Yui: cinta, kelembutan.Mana pilihan nama bayi perempuan Jepang yang cocok untuk si buah hati?"
15,Pool - wolipop,"7 Artis Cantik yang Minder dengan Tubuhnya, Bella Hadid Sampai Angelina Jolie",29 Maret 2022 09:32 WIB,https://wolipop.detik.com/foto-entertainment/d-6005667/7-artis-cantik-yang-minder-dengan-tubuhnya-bella-hadid-sampai-angelina-jolie,"Jakarta - Setiap orang bisa minder karena keadaan fisik, tak terkecuali artis. Sering dielukan karena kecantikannya, tujuh artis ini ternyata punya rasa tak percaya diri.
(Pool)


artis selebriti model selebriti hollywood"
16,Panji Saputro - detikInet,PlayStation Ungkap Layanan Baru Seperti Xbox Game Pass,29 Maret 2022 10:30 WIB,https://inet.detik.com/games-news/d-6005721/playstation-ungkap-layanan-baru-seperti-xbox-game-pass,"Sony mengungkapkan, dalam waktu dekat akan mengenalkan layanan baru untuk PlayStation bertajuk Spartacus. Konsep yang ditawarkan serupa dengan rivalnya, Xbox Game Pass.Nantinya mereka menggabungkan dua penawaran saat ini, yaitu PlayStation Now dan PlayStation Plus. Di dalamnya, bisa memiliki beberapa tingkatan, mulai dari menawarkan game modern hingga klasik di era PlayStation 1 atau 2.""Ini disebut sebagai layanan tiga tingkat, yang akan menggabungkan PlayStation Now dengan PlayStation Plus. Tingkat tertinggi dapat mencakup game PS1/PS2/PSP,"" ujar Jason Schreier, Jurnalis Bloomberg, dikutip detikINET dari media sosial, Selasa (29/3/2022).Menurut keterangan, layanan baru ini meluncur pada musim semi. Hanya saja, meskipun mengkombinasikan keduanya, Sony tetap mempertahankan merek PlayStation Plus dan menghentikan PlayStation Now.Di dalamnya, para penggemar akan disuguhkan tiga tingkatan. Satu menawarkan fasilitas PlayStation Plus, lalu kedua mencakup katalog game PS4 dan PS5. Kemudian ketiga, memiliki demo yang diperpanjang, streaming dan perpustakaan judul klasik PS1, PS2, PS3 dan PSP.Dari informasi yang beredar, ketika nantinya diluncurkan, Spartacus akan menampilkan game baru terpopuler. Namun sayang, sepertinya tidak termasuk first person paling anyar mereka, yaitu God of War: Ragnarok.Sementara ini, Sony belum membeberkan biaya langganan untuk Spartacus. Tetapi bila menilik dari dua layanan sebelumnya, PlayStation Now dan PlayStation Plus sendiri, masing-masing seharga USD 60 atau sekitar Rp 861 ribu per tahun.Sehingga bila digabungkan, totalnya menjadi USD 120 atau sekitar Rp 1,7 juta per tahun. Hanya saja, masih belum bisa pasti dan cukup menjadi acuan.Angkanya kira-kira serupa dengan yang ditawarkan Game Pass versi standar, hampir USD 10 atau sekitar Rp 143 ribu per bulan. Tetapi sedikit lebih murah dari Game Pass Ultimate, senilai USD 14,9 atau sekitar Rp 215 ribu per bulan."
17,Afifah Rahmah - detikEdu,"Listrik Dinamis: Pengertian, Jenis, dan Contoh dalam Kehidupan Sehari-hari",29 Maret 2022 10:30 WIB,https://www.detik.com/edu/detikpedia/d-6005616/listrik-dinamis-pengertian-jenis-dan-contoh-dalam-kehidupan-sehari-hari,"Peralatan seperti televisi, kulkas, rice cooker, komputer, radio tidak dapat menyala dengan sendirinya tanpa terhubung dengan aliran listrik. Contoh lainnya bisa kamu temukan pada senter, jam dinding, atau mainan mobil-mobilan yang menggunakan baterai.Energi pada batu baterai merupakan penggerak dinamo (motor listrik) dalam mobil-mobilan. Sedangkan baterai pada senter menciptakan aliran elektron bekerja sehingga menyalakan lampu yang ada di dalamnya.Tapi, apa itu listrik dinamis dan apa saja jenis yang perlu diketahui? Simak penjelasan lengkap berikut ini ya!Listrik dinamis adalah muatan-muatan listrik yang mengalir atau bergerak. Listrik yang mengalir ini disebut juga dengan arus listrik.Dikutip dari Bahan Belajar Mandiri (BBM) yang dikeluarkan Universitas Pendidikan Indonesia, arus listrik adalah aliran partikel bermuatan positif yang melalui konduktor atau penghantar dari potensial tinggi ke potensial rendah.Arus listrik dapat dianalogikan dengan aliran air yang terjadi karena adanya perbedaan ketinggian. Air dapat mengalir dari tempat tinggi ke tempat yang rendah.Begitu juga dengan arus listrik dinamis yang dapat bergerak dengan perbedaan energi potensial.Seperti dilansir Solar Energy, arus listrik dibedakan menjadi dua yaitu arus listrik searah (DC) dan bolak-balik (AC).Setiap energi listrik baik itu listrik dinamis maupun listrik statis memiliki peran dalam kehidupan kita sehari-hari. Berikut ini beberapa contoh penerapan listrik dinamis menurut laman Read Physics, diantaranya yaitu:1. Rangkaian ListrikListrik dinamis hadir dalam arus yang bersirkulasi di sirkuit listrik apapun, contohnya di ada pada barang-barang di sekitar kita seperti senter, kompor listrik, telepon, dan semua jenis peralatan yang kita gunakan.2. Sistem Transmisi ListrikSistem transmisi tenaga listrik menggunakan tenaga listrik dinamis berupa arus bolak-balik, karena lebih mudah dikonduksikan pada jarak yang jauh.3. Listrik AtmosferArus listrik dihasilkan di atmosfer bumi, khususnya di ionosfer, radiasi ultraviolet dari matahari berasal dari partikel bermuatan yang mengalir dalam sirkuit besar arus listrik pada ketinggian tinggi.4. Listrik TerestrialArus listrik juga beredar di kerak bumi akibat dari reaksi kimia yang terjadi di lapisan tanah. Bumi memiliki medan magnetnya sendiri. Salah satunya yaitu pada aliran besi cair di inti planet menghasilkan arus listrik, dan ini bertanggung jawab untuk menciptakan medan magnet bumi.5. Aurora di Wilayah KutubAurora kutub adalah wilayah langit malam dengan warna cerah dan indah, yang muncul di dekat kutub. Fenomena ini disebabkan oleh listrik dinamis, karena aliran partikel bermuatan terus-menerus datang dari matahari, yang dikenal sebagai angin matahari.Ketika partikel-partikel ini mendekati Bumi, medan magnet ini membelokkannya sehingga memancarkan cahaya dan menciptakan efek bercahaya yang disebut aurora.6. Fungsi Sistem SarafArus listrik dalam tubuh kita dapat memproses rangsangan dari luar sehingga dapat diterima panca indera kemudian diubah ke dalam bentuk informasi lewat sistem saraf dan berjalan ke otak dengan impuls listrik.Dalam hal ini, arus listrik kecil dalam tubuh kita diperlukan untuk membawa informasi. Dengan cara yang sama, gerakan otot bergantung pada impuls listrik yang berjalan dari otak yang membawa perintah gerakan pada tubuh kita.7. DefibrillatorDisamping itu, listrik dinamis bisa sangat merusak tubuh manusia, arus 1 A bisa berakibat fatal. Namun jika digunakan dengan benar, arus listrik membantu menyelamatkan nyawa, seperti dalam kasus defibrillator.Defibrillator adalah perangkat yang, melalui kapasitor besar, mengalirkan listrik dinamis ke jantung, untuk membantu memulihkan ritme setelah serangan jantung.
Simak Video ""Volvo Mulai Uji Coba Cas Mobil Listrik Tanpa Kabel""
[Gambas:Video 20detik]
(pal/pal)"
18,tim detikhot - detikHot,Ayah Incar Bunuh Yasmeena Ali Gara-gara Keluar Islam Jadi Bintang Porno,29 Maret 2022 09:29 WIB,https://hot.detik.com/celeb/d-6005661/ayah-incar-bunuh-yasmeena-ali-gara-gara-keluar-islam-jadi-bintang-porno,"Yasmeena Ali merupakan perempuan kelahiran Kabul, Afghanistan pada 1993. Ia meninggalkan keyakinannya lalu jadi bintang porno.Yasmeena Ali lahir di bawah kekuasaan Taliban. Ia kemudian bermigrasi ke Inggris bersama keluarganya pada awal 2000-an. Ayah Yasmeena Ali diberikan suaka di Inggris karena menyediakan layanan penerjemah kepada pasukan Inggris dan AS selama pertempuran di Timur Tengah.Yasmeena Ali ternyata tak menemukan kehidupan yang lebih mudah di sana. Ia memilih melarikan diri dari keluarganya, kemudian menikah dengan seorang fotografer Yahudi, David Cohen.Kepada The Post, Yasmeena Ali berkisah tentang dirinya meninggalkan agamanya, kemudian memulai karier sebagai aktris film dewasa di Eropa Timur.Pada 2020, Yasmeena Ali jadi berita utama setelah ayah dan sepupunya ditangkap karena dugaan rencana pembunuhan terhadap dirinya. Sang ayah merasa Yasmeena Ali telah mempermalukan keluarga dengan masuk ke dunia porno. Mereka juga marah karena Yasmeena Ali menikah dengan David Cohen.Keduanya diduga terbang ke Slovakia untuk mencari Yasmeena Ali. Bahkan menurutnya, mereka juga menyewa pembunuh bayaran yang dibayar Rp 1 miliar. Kini keluarga Yasmeena Ali pun dalam proses diekstradisi ke Slovakia.""Saya tidak memiliki kontak dengan keluarga dan mereka belum memberi tahu saya secara langsung bagaimana perasaan mereka tentang karier saya,"" kata Ali kepada The Post.Yasmeena Ali mengaku keluarganya kerap menanamkan rasa takut kepada dirinya. Terlebih ketika ia meninggalkan agama.""Orang tua saya selalu menanamkan rasa takut dalam diri saya: Tuhan, neraka, hukuman. Jika saya meninggalkan Islam, ayah saya mengancam akan membunuh saya karena menodai Islam, budaya Afghanistan, dan kehormatan keluarga,"" lanjut Yasmeena Ali yang kini mengaku ateis."
19,Raja Adil Siregar - detikNews,"Kasus Kredit Fiktif Bank BJB Rp 7,2 M di Pekanbaru Naik ke Penyidikan",29 Maret 2022 10:29 WIB,https://news.detik.com/berita/d-6005735/kasus-kredit-fiktif-bank-bjb-rp-72-m-di-pekanbaru-naik-ke-penyidikan,"Polda Riau menaikkan status perkara dugaan kredit modal kerja fiktif di Bank Jabar dan Banten (BJB) cabang Pekanbaru ke penyidikan. Bahkan penyidik telah melakukan gelar perkara di kasus itu.Dugaan kredit fiktif itu terjadi pada medio tahun 2015-2016 lalu. Hasil perhitungan BPK kerugian negara tercatat mencapai Rp 7,2 miliar lebih.Kebid Humas Polda Riau, Kombes Sunarto mengatakan Dugaan korupsi pemberian kredit modal kerja konstruksi (KMKK) oleh bank kepada debitur diduga menggunakan surat kontrak palsu alias fiktif.""Ini terkait kegiatan pekerjaan yang sudah dilaksanakan pada kantor DPRD Riau dan Disdik Kuansing. Terjadi kurun waktu 18 Februari 2015-18 Februari 2016 lalu,"" kata Sunarto, Selasa (29/3/2022).Sunarto mengatakan, awalnya CV PGR dan CV PB mengajukan permohonan 18 dan 23 Februari 2015 untuk mendapatkan faslitas kredit modal Bank BJB cabang Pekanbaru. Namun dalam melakukan pencairan kredit tersebut kedua CV diduga menggunakan Surat Perintah Kerja (SPK) fiktif.""SPK ini atas kegiatan pekerjaan yang dilaksanakan di Kantor DPRD Riau dan Dinas Pendidikan Kabupaten Kuantan Singgingi. Ini mengakibatkan kerugian keuangan Bank BJB cabang Pekanbaru,"" kata Sunarto.Sebanyak 25 Orang saksi termasuk tiga saksi ahli telah dimintai keterangan. Ketiga saksi ahli yakni dari ahli keuangan negara, auditor keuangan negara dan ahli pidana korupsi.Besar kerugian berdasarkan perhitungan BPKP Riau di kredit tersebut sebesar Rp 7.233.091.582. Modusnya adalah untuk mendapatkan fasilitas kredit modal kerja kontruksi menggunakan SPK tidak sah alias fiktif.""Kemarin tim sudah melakukan gelar atas kasus tersebut. Sudah ada calon-calon tersangka di kasus tersebut yang segera kami sampaikan dalam waktu dekat ini,"" katanya.Sementara Kasubdit II Ditreskrimsus Polda Riau Kompol Teddy Ardian mengatakan kasus ini bermula dari kredit modal kerja konstruksi oleh BJB Cabang Pekanbaru kepada debitur dengan menggunakan surat kontrak atau SPK fiktif atas kegiatan pekerjaan.""Modusnya debitur membuat SPK fiktif bekerja sama dengan pihak oknum pegawai Bank,"" kata Tedy.Saat ditanya siapa tersangkanya, Tedy menyebutkan masih menunggu waktu. Pihaknya masih melengkapi sejumlah berkas perkara.""Untuk tersangkanya, nanti disampaikan lebih lanjut,"" katanya.Tedy mengatakan hasil pemeriksaan saksi dan pihak BJB, kasus itu diduga melanggar Pasal 2 Ayat (1) UU RI Nomor 31 Tahun 1999 sebagaimana telah diubah dengan UU RI Nomor 20 Tahun 2001 tentang pemberantasan tindak pidana korupsi."
20,Yogi Ernes - detikNews,"Polisi: Dea OnlyFans Bikin Konten Setahun, Raup Rp 15-20 Juta Sebulan",29 Maret 2022 10:29 WIB,https://news.detik.com/berita/d-6005734/polisi-dea-onlyfans-bikin-konten-setahun-raup-rp-15-20-juta-sebulan,"Gusti Ayu Dewanti alias Dea OnlyFans mengakui pembuatan konten porno bertujuan untuk meraup cuan. Polisi mengungkapkan penghasilan Dea OnlyFans sebulan.""Penghasilan dalam satu bulan lebih kurang 15 sampai 20 juta (Rupiah) penghasilannya, satu bulan,"" kata Dirkrimsus Polda Metro Jaya Kombes Auliansyah Lubis dalam konferensi pers di Polda Metro Jaya, Jakarta, Selasa (29/3/2022).Menurut penuturan polisi, Dea OnlyFans sudah berkecimpung di situs tersebut selama satu tahun.""Konten ini memang sedang kami dalami tapi dari pemeriksaan awal sudah berjalan lebih kurang setahun ini,"" katanya.Dea OnlyFans mengaku membuat konten porno untuk pribadi. Namun, Dea juga mengaku mendapatkan cuan dari menjual foto pornonya di OnlyFans.""Iya, untuk pribadi aja. Karena klien kami merasa ini ada tempatnya sendiri, sesuai dengan porsinya, sesuai dengan wadahnya,"" kata pengacara Dea, Herlambang Ponco, di Polda Metro Jaya, Jakarta, Senin (28/3/2022).Meski begitu, Herlambang juga tidak menampik jika Dea mendapatkan cuan dari situs OnlyFans. Tetapi, menurutnya, Dea telah melakukan filter siapa saja yang bisa mengakses akunnya.""Kalau keuntungan, ada keuntungan. Sejatinya Dea itu sudah memblokir (akun) atas segala negara dari Indonesia. Kalau misalkan ada orang yang jumping ke sana bahwa ada kenegaraan Indonesia itu sudah diblokir sama si Dea itu sendiri,"" kata Herlambang."
21,Tim detikcom - detikNews,Rusia: Operasi di Ukraina Tak Jadi Alasan Penggunaan Senjata Nuklir,29 Maret 2022 10:26 WIB,https://news.detik.com/internasional/d-6005732/rusia-operasi-di-ukraina-tak-jadi-alasan-penggunaan-senjata-nuklir,"Pemerintah Rusia kembali melontarkan komentar soal penggunaan senjata nuklir di tengah invasi ke Ukraina. Ditegaskan oleh Kremlin atau kantor kepresidenan Rusia, bahwa senjata nuklir hanya akan digunakan ketika ada ancaman terhadap keberadaan negara itu, bukan sebagai akibat dari perang yang berlangsung di Ukraina.""Hasil apapun dari operasi (di Ukraina), tentu saja, bukan alasan untuk penggunaan senjata nuklir,"" tegas juru bicara Kremlin, Dmitry Peskov, dalam wawancara dengan PBS Newshour pada Senin (28/3) dan dilansir CNN, Selasa (29/3/2022).""Kami memiliki konsep keamanan yang sangat jelas menyatakan bahwa hanya ketika ada ancaman eksistensi negara, di negara kami, kami bisa menggunakan dan kami benar-benar akan menggunakan senjata nuklir untuk menghilangkan ancaman terhadap eksistensi negara kami,"" jelas Peskov.Penegasan Peskov soal penggunaan senjata nuklir itu menggaungkan pernyataan Kremlin dalam wawancara eksklusif dengan CNN sepekan lalu. Saat itu, Peskov mengatakan senjata nuklir hanya akan digunakan dalam 'konsep keamanan domestik' dan jika Rusia menghadapi 'ancaman eksistensial'.Peskov juga menekankan bahwa kebijakan Rusia yang diungkapkan ke publik, menguraikan kapan senjata nuklir bisa digunakan.Ketika ditanya lebih lanjut oleh jurnalis senior CNN, Christiane Amanpour, dalam wawancara itu soal kondisi seperti apa yang mendorong Putin untuk menggunakan kemampuan nuklir Rusia, Peskov menjawab: ""Jika itu adalah ancaman eksistensial bagi negara kami, maka itu bisa."""
22,Yogi Ernes - detikNews,"Polisi Pamerkan Barang Bukti Kasus Dea OnlyFans, Ada Baju Cosplay",29 Maret 2022 10:25 WIB,https://news.detik.com/berita/d-6005729/polisi-pamerkan-barang-bukti-kasus-dea-onlyfans-ada-baju-cosplay,"Polda Metro Jaya menggelar konferensi pers terkait kasus dugaan pornografi dengan tersangka Dea 'OnlyFans'. Sejumlah barang bukti ikut ditampilkan.Pantauan detikcom, Selasa (29/3/2022), barang bukti itu ditampilkan di gedung Direktorat Reserse Kriminal Umum Polda Metro Jaya. Barang bukti itu mulai dari pakaian hingga laptop warna merah milik Dea.Salah satu barang bukti yang juga ditampilkan ada baju cosplay. Baju itu diduga digunakan Dea saat membuat video porno di OnlyFans.Untuk diketahui, Polda Metro Jaya telah menetapkan content creator bernama Dea terkait dugaan kasus pembuatan dan penyebaran konten pornografi di situs OnlyFans. Sejumlah pengakuan Dea terungkap terkait aktivitasnya di situs tersebut.Dea ditangkap di tempat kosnya di Malang, Jawa Timur, pada Kamis (24/3) malam. Dia lalu dibawa ke Polda Metro Jaya untuk menjalani pemeriksaan intensif.Dea tiba di Polda Metro Jaya pada Jumat (25/3) sore dan langsung diperiksa. Dea lalu mengakui telah aktif menjual foto bermuatan pornografi di OnlyFans sejak tiga tahun lalu.""Yang bersangkutan mengakui pernah mengirimkan foto ketelanjangan pada akun OnlyFans dengan nama @GRESAIDS sejak tahun 2019,"" kata Kabid Humas Polda Metro Jaya Kombes E Zulpan kepada wartawan, Sabtu (26/3).Perempuan bernama asli Gusti Ayu Dewanti itu juga tidak hanya aktif membuat video dan foto bermuatan pornografi di situs OnlyFans. Dea juga mengakui turut menyebarkan link situs OnlyFans miliknya ke akun Twitter pribadinya.""Yang bersangkutan mengakui pernah mengirimkan link OnlyFans miliknya dengan nama @GRESAIDS yang berisikan foto-foto miliknya dalam posisi telanjang pada akun Twitter pribadinya dengan nama @GRESAIDS,"" jelas Zulpan.Selain itu, Dea OnlyFans mengaku pembuatan video pornonya tidak dilakukan seorang diri. Saat itu dia membuat video porno bersama pacarnya.Simak selengkapnya di halaman selanjutnya"
